Question_number,Solutions
1.47,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

Let \( m_1 \) be the mass of the Earth and \( m_2 \) that of the Moon. Let the center of mass of the Earth–Moon system be located at distance \( r_1 \) from the center of the Earth and at distance \( r_2 \) from the center of the Moon, so that \( r = r_1 + r_2 \) is the distance between the centers of Earth and Moon, as shown in Fig. 1.27. Taking the origin at the center of mass, we have:

\[
m_1 \vec{r}_1 + m_2 \vec{r}_2 = 0
\]

This implies:

\[
m_1 r_1 - m_2 r_2 = 0
\]

Solving for \( r_1 \), we get:

\[
r_1 = \frac{m_2 r_2}{m_1} = \frac{m_2 (r - r_1)}{m_1}
\]

Given that:

\[
81 m_2 = 60 R - r_1
\]

We can solve for \( r_1 \):

\[
81 r_1 = 0.7317 R = 0.7317 \times 6400 = 4683 \text{ km}
\]

Thus, the center of mass of the Earth–Moon system lies within the Earth along the line joining the Earth and Moon.

\end{document}
```

This LaTeX code properly formats the given physics problem and solution, including the equations and their derivations. Adjust the figure reference and include the actual figure as needed."
1.48,"To properly format the given physics text into LaTeX, we need to ensure that all mathematical expressions are correctly typeset and aligned. Here's the LaTeX code for the provided text:

```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

Let the center of mass be located at a distance \( r_c \) from the carbon atom and at \( r_0 \) from the oxygen atom along the line joining the carbon and oxygen atoms. If \( r \) is the distance between the two atoms, \( m_c \) and \( m_o \) are the masses of the carbon and oxygen atoms, respectively. The equations for the center of mass are given by:

\[
m_c r_c = m_o r_0 = m_o (r - r_c)
\]

Solving for \( r_c \), we have:

\[
r_c = \frac{m_o r}{m_c + m_o}
\]

Substituting the given values:

\[
r_c = \frac{16 \times 1.13}{12 + 16} = 0.646 \, \text{\AA}
\]

\end{document}
```

This code will produce a document with the equations properly formatted, showing the relationship between the distances and masses, and the calculation of \( r_c \)."
1.49,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

Let \( C \) be the centroid of the equilateral triangle formed by the three H atoms in the \( xy \)-plane, as shown in Fig. 1.28. The nitrogen atom \( N \) lies vertically above \( C \), along the \( z \)-axis. The distance \( r_{CN} \) between \( C \) and \( N \) is given by:

\[
r_{CN} = \sqrt{r_{NH_3}^2 - r_{CH_3}^2}
\]

Calculating \( r_{CN} \) using the given values:

\[
r_{CN} = \frac{r_{H_1H_2}}{\sqrt{3}} = \frac{1.628}{1.732} = 0.94 \, \text{\AA}
\]

\[
r_{CN} = \sqrt{(1.014)^2 - (0.94)^2} = 0.38 \, \text{\AA}
\]

Now, the center of mass of the three H atoms, \( 3m_H \), lies at \( C \). The center of mass of the NH\(_3\) molecule must lie along the line of symmetry joining \( N \) and \( C \), and is located below the nitrogen atom at a distance given by:

\[
Z_{CM} = \frac{3m_H}{3m_H + m_N} \times r_{CN}
\]

Substituting the values:

\[
Z_{CM} = \frac{3m_H}{3m_H + 14m_H} \times 0.38 = 0.067 \, \text{\AA}
\]

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{figure1_28.png}
    \caption{Centre of mass of NH\(_3\) molecule}
    \label{fig:NH3_center_of_mass}
\end{figure}

\end{document}
```

This LaTeX code includes the necessary equations and a placeholder for the figure (Fig. 1.28) that should be included in the document. Make sure to replace `figure1_28.png` with the actual image file name when you compile the document."
1.50,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\section*{Problem Solution}

Take the origin at point \( A \) at the left end of the boat, as shown in Fig. 1.29. Let the boy of mass \( m \) be initially at point \( B \), the other end of the boat. The boat has a mass \( M \) and length \( L \), with its center of mass at point \( C \). Let the center of mass of the boat+boy system be located at \( G \), at a distance \( x \) from the origin. 

Obviously, \( AC = 1.5 \, \text{m} \).

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{Fig1_29.png}
    \caption{Diagram of the boat and boy system.}
    \label{fig:boat}
\end{figure}

The position of the center of mass \( G \) is given by:

\[
AG = x = \frac{M \cdot AC + m \cdot AB}{M + m} = \frac{100 \times 1.5 + 50 \times 3}{100 + 50} = 2 \, \text{m}
\]

Thus, the distance \( CG \) is:

\[
CG = AG - AC = 2.0 - 1.5 = 0.5 \, \text{m}
\]

When the boy reaches \( A \), from symmetry, the center of mass of the boat+boy system would have moved to \( H \) by a distance of \( 0.5 \, \text{m} \) on the left side of \( C \). 

Now, in the absence of external forces, the center of mass should not move. Therefore, to restore the original position of the center of mass, the boat moves towards the right so that point \( H \) is brought back to the original mark \( G \). 

Since \( HG = 0.5 + 0.5 = 1.0 \, \text{m} \), the boat, in the meantime, moves through \( 1.0 \, \text{m} \) towards the right.

\end{document}
```

This LaTeX code provides a structured and formatted solution to the problem, including equations and a figure placeholder for visual reference. Adjust the figure path as needed."
1.51,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

If the rod is to move with pure translation without rotation, then it should be struck at \( C \), the centre of mass of the loaded rod. Let \( C \) be located at distance \( x \) from \( A \) so that \( GC = \frac{1}{2}L - x \), as shown in Fig. 1.30. Let \( M \) be the mass of the rod and \( 2M \) be the mass attached at \( A \).

Taking torques about \( C \) (see Fig. 1.30):

\[
2Mx = M \left( \frac{L}{2} - x \right)
\]

Solving for \( x \):

\[
2Mx = M \left( \frac{L}{2} - x \right) \implies 2Mx = \frac{ML}{2} - Mx
\]

\[
3Mx = \frac{ML}{2} \implies x = \frac{L}{6}
\]

Thus, the rod should be struck at a distance \( \frac{L}{6} \) from the loaded end.

\end{document}
```

This LaTeX code will format the physics problem and solution correctly, including the equations and their derivation. The document assumes that the figure (Fig. 1.30) is referenced but not included in the LaTeX code."
1.52,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\section*{Volume and Center of Mass of a Cone}

The volume of the cone, \( V \), is given by:
\[
V = \frac{1}{3} \pi R^2 h
\]
where \( R \) is the radius of the base and \( h \) is its height, as shown in Fig. 1.31.

The volume element at a depth \( z \) below the apex is:
\[
dV = \pi r^2 \, dz
\]

The mass element is:
\[
dm = \rho \, dV = \rho \pi r^2 \, dz
\]

From Fig. 1.31, we have:
\[
dm = \rho \, dv = \rho \pi r^2 \, dz
\]

Using similar triangles, we relate \( z \) and \( r \) as follows:
\[
\frac{z}{r} = \frac{h}{R} \quad \Rightarrow \quad dz = \frac{h}{R} \, dr
\]

For reasons of symmetry, the center of mass must lie on the axis of the cone. Taking the origin at \( O \), the apex of the cone, the center of mass \( Z_{\text{CM}} \) is given by:
\[
Z_{\text{CM}} = \frac{\int Z \, dm}{\int dm}
\]

Substituting the expressions, we have:
\[
Z_{\text{CM}} = \frac{\int_0^R \left(\frac{hr}{R}\right) \rho \pi r^2 \left(\frac{h}{R} \, dr\right)}{\frac{1}{3} \pi R^2 h \rho}
\]

Simplifying, we find:
\[
Z_{\text{CM}} = \frac{3h}{4}
\]

Thus, the center of mass is located at a height \( h - \frac{3}{4} h = \frac{1}{4} h \) above the center of the base of the cone.

\end{document}
```"
1.53,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\section*{Problem Statement}

Take the origin at \( O \), as shown in Fig. 1.32. Let the mass of the wire be \( M \). Consider a mass element \( dm \) at angles \( \theta \) and \( \theta + d\theta \) (see Fig. 1.32). The mass element is given by:

\[
dm = \frac{M R d\theta}{2\alpha R} = \frac{M d\theta}{2\alpha}
\]

From symmetry, the center of mass (CM) of the wire must be on the \( y \)-axis. The \( y \)-coordinate of \( dm \) is \( y = R \sin \theta \). The \( y \)-coordinate of the center of mass \( y_{\text{CM}} \) is given by:

\[
y_{\text{CM}} = \frac{1}{M} \int y \, dm = \frac{1}{M} \int_{90^\circ - \alpha}^{90^\circ + \alpha} R \sin \theta \, \frac{M d\theta}{2\alpha}
\]

Simplifying, we have:

\[
y_{\text{CM}} = \frac{R}{2\alpha} \int_{90^\circ - \alpha}^{90^\circ + \alpha} \sin \theta \, d\theta
\]

Evaluating the integral, we find:

\[
y_{\text{CM}} = \frac{R \sin \alpha}{\alpha}
\]

Note that the results of problem (1.43) follow for \( \alpha = \frac{1}{2} \pi \).

\end{document}
```

This LaTeX code includes the necessary mathematical expressions and integral calculations, formatted correctly for a physics problem involving the center of mass of a wire. Adjust the figure references and angles as needed based on your specific diagram and problem context."
1.54,"To convert the given text into properly formatted LaTeX, we need to clarify the expression for the center of mass velocity \( V_{\text{CM}} \). Here's how it can be formatted:

```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

The velocity of the center of mass \( V_{\text{CM}} \) is given by:

\[
V_{\text{CM}} = \frac{\sum_{i=1}^{n} m_i v_i}{\sum_{i=1}^{n} m_i}
\]

For the given problem, we have:

\[
V_{\text{CM}} = \frac{4m v_0 + m \cdot 0}{5m} = \frac{4v_0}{5}
\]

\end{document}
```

This LaTeX code provides a clear and structured representation of the expression for the velocity of the center of mass, using proper mathematical notation and alignment."
1.55,"To convert the given physics text into properly formatted LaTeX, we need to ensure that all mathematical expressions are correctly structured and aligned. Here's the LaTeX code:

```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

The linear mass density is given by:
\[
\rho = cx \quad (c = \text{constant})
\]

The differential mass element is:
\[
dm = \rho \, dx = cx \, dx
\]

The center of mass \( x_{\text{CM}} \) is calculated as:
\[
x_{\text{CM}} = \frac{\int x \, dm}{\int dm} = \frac{\int_0^L x \, cx \, dx}{\int_0^L cx \, dx}
\]

Evaluating the integrals, we find:
\[
x_{\text{CM}} = \frac{\int_0^L cx^2 \, dx}{\int_0^L cx \, dx} = \frac{\left[ \frac{c}{3} x^3 \right]_0^L}{\left[ \frac{c}{2} x^2 \right]_0^L} = \frac{\frac{c}{3} L^3}{\frac{c}{2} L^2} = \frac{2}{3}L
\]

\end{document}
```

This code will correctly format the physics problem and solution using LaTeX, ensuring that all expressions are clear and properly aligned."
1.56,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

The center of mass \( x_{\text{CM}} \) is given by the formula:

\[
x_{\text{CM}} = \frac{\sum_{i=1}^{n} m_i x_i}{\sum_{i=1}^{n} m_i}
\]

For the given problem, this becomes:

\[
x_{\text{CM}} = \frac{mL + (2m)(2L) + (3m)(3L) + \cdots + (nm)(nL)}{m + 2m + 3m + \cdots + nm}
\]

Simplifying the numerator:

\[
= (1^2 + 2^2 + 3^2 + \cdots + n^2)L
\]

And the denominator:

\[
= (1 + 2 + 3 + \cdots + n)m
\]

The sum of squares of the first \( n \) natural numbers is given by:

\[
\sum_{i=1}^{n} i^2 = \frac{n(n+1)(2n+1)}{6}
\]

The sum of the first \( n \) natural numbers is:

\[
\sum_{i=1}^{n} i = \frac{n(n+1)}{2}
\]

Substituting these into the expression for \( x_{\text{CM}} \):

\[
x_{\text{CM}} = \frac{\left(\frac{n(n+1)(2n+1)}{6}\right)L}{\frac{n(n+1)}{2}m}
\]

Simplifying further:

\[
x_{\text{CM}} = \frac{(2n+1)L}{3}
\]

\end{document}
```"
1.57,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

The diagram is the same as for problem (1.44). We have the following expressions:

\[
y = r \sin \theta
\]

\[
dA = r \, d\theta \, dr
\]

\[
dm = r \, d\theta \, dr \, \rho = r \, d\theta \, dr \, c r^2 = c r^3 \, dr \, d\theta
\]

The total mass \( M \) is given by:

\[
M = \int dm = c \int_0^R \int_0^\pi r^3 \, dr \, d\theta = \pi c \frac{R^4}{4}
\]

\begin{equation}
M = \pi c \frac{R^4}{4}
\end{equation}

The center of mass \( y_{\text{CM}} \) is calculated as:

\[
y_{\text{CM}} = \frac{1}{M} \int y \, dm = \frac{1}{M} \int_0^R \int_0^\pi (r \sin \theta) c r^3 \, dr \, d\theta
\]

\[
= \frac{c}{M} \int_0^R r^4 \, dr \int_0^\pi \sin \theta \, d\theta
\]

\[
= \frac{c}{M} \cdot \frac{R^5}{5} \cdot 2 = \frac{8a}{5\pi}
\]

where we have used equation (1).

\end{document}
```"
1.58,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

The center of mass (CM) of the two hydrogen (H) atoms will be at the midpoint joining the atoms, as shown in Fig. 1.33. The bisector of angle $\angle \text{HOH}$ is depicted in Fig. 1.33.

\[
OG = (OH) \cos\left(\frac{105^\circ}{2}\right) = 1.77 \times 0.06088 = 1.0775 \, \text{\AA}
\]

Let the CM of the oxygen (O) atom and the two H atoms be located at point $C$ at a distance $y_{\text{CM}}$ from O on the bisector of angle $\angle \text{HOH}$.

\[
y_{\text{CM}} = \frac{2M_H}{M_O} \times OG = \frac{2 \times 1}{16} \times 1.0775 = 0.1349 \, \text{\AA}
\]

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{figure1_33.png} % Replace with the actual path to your image
    \caption{Diagram showing the bisector of angle $\angle \text{HOH}$ and the center of mass location.}
    \label{fig:1_33}
\end{figure}

\end{document}
```

This LaTeX code includes the necessary formatting for equations and a placeholder for the figure. Make sure to replace `figure1_33.png` with the actual path to your image file."
1.59,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

The center of mass (CM) coordinates of three individual laminas are given by:
\[
\text{CM}_1 = \left(\frac{a}{2}, \frac{a}{2}\right), \quad \text{CM}_2 = \left(\frac{3a}{2}, \frac{a}{2}\right), \quad \text{CM}_3 = \left(\frac{3a}{2}, \frac{3a}{2}\right)
\]

To find the CM coordinates of the system of these three laminas, we use the formula for the center of mass of a system of particles:
\[
x_{\text{CM}} = \frac{m \cdot \frac{a}{2} + m \cdot \frac{3a}{2} + m \cdot \frac{3a}{2}}{m + m + m} = \frac{7a}{6}
\]

\[
y_{\text{CM}} = \frac{m \cdot \frac{a}{2} + m \cdot \frac{a}{2} + m \cdot \frac{3a}{2}}{m + m + m} = \frac{5a}{6}
\]

Thus, the CM coordinates of the system are:
\[
\left(x_{\text{CM}}, y_{\text{CM}}\right) = \left(\frac{7a}{6}, \frac{5a}{6}\right)
\]

\end{document}
```"
1.60,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

The potential energy function is given by:
\begin{equation}
    U(x) = k(2x^3 - 5x^2 + 4x)
\end{equation}

The first derivative of \( U(x) \) with respect to \( x \) is:
\begin{equation}
    \frac{dU(x)}{dx} = k(6x^2 - 10x + 4)
\end{equation}

Evaluating the first derivative at \( x = 1 \):
\[
    \left. \frac{dU(x)}{dx} \right|_{x=1} = k(6(1)^2 - 10(1) + 4) = 0
\]
This is the condition for a maximum or minimum.

For a stable equilibrium position of the particle, it should be a minimum. To determine this, we differentiate equation (2) again:
\begin{equation}
    \frac{d^2U(x)}{dx^2} = k(12x - 10)
\end{equation}

Evaluating the second derivative at \( x = 1 \):
\[
    \left. \frac{d^2U(x)}{dx^2} \right|_{x=1} = k(12(1) - 10) = +2k
\]

This is positive because \( k \) is positive, indicating a minimum, corresponding to a stable equilibrium.

\end{document}
```"
1.61,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

The potential energy is given by:
\begin{equation}
    U(x) = k(x^2 - 4xl)
\end{equation}

Differentiating with respect to \(x\), we have:
\begin{equation}
    \frac{dU(x)}{dx} = 2k(x - 2l)
\end{equation}

At \(x = 2l\), the derivative becomes:
\begin{equation}
    \left. \frac{dU(x)}{dx} \right|_{x=2l} = 0
\end{equation}

Differentiating equation (2) again, we find:
\begin{equation}
    \frac{d^2U}{dx^2} = 2k
\end{equation}
Since this second derivative is positive, it indicates a minimum, corresponding to a stable equilibrium.

The force is given by:
\begin{equation}
    F = -\frac{dU}{dx} = -2k(x - 2l)
\end{equation}

Let \(X = x - 2l\), then the acceleration \(\ddot{X}\) is:
\begin{equation}
    \ddot{X} = \frac{F}{m} = -\frac{2k}{m}X = -\omega^2 X
\end{equation}

Thus, the frequency \(f\) is:
\begin{equation}
    f = \frac{1}{2\pi} \sqrt{\frac{2k}{m}}
\end{equation}

\end{document}
```"
1.62,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

Let \( a \) be the side of the cube and a force \( F \) be applied on the top surface of the cube, as shown in Fig. 1.34. Consider torques about the left-hand side of the edge. The condition that the cube would topple is:

\begin{figure}[h]
    \centering
    \includegraphics[width=0.3\textwidth]{cube_diagram.png} % Placeholder for the actual figure
    \caption{Diagram illustrating the force applied on the cube.}
    \label{fig:cube}
\end{figure}

\[
\text{Counterclockwise torque} > \text{Clockwise torque}
\]

\[
Fa > \frac{Wa}{2} \quad \text{or} \quad F > 0.5W \tag{1}
\]

The condition for sliding is:

\[
F > \mu W \tag{2}
\]

Comparing equations (1) and (2), we conclude that the cube will topple if \(\mu > 0.5\) and will slide if \(\mu < 0.5\).

\end{document}
```

This LaTeX code includes the necessary formatting for the physics problem, with equations aligned and labeled, and a placeholder for the figure. Make sure to replace `cube_diagram.png` with the actual path to your image file."
1.63,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\begin{figure}[h]
    \centering
    \includegraphics[width=0.4\textwidth]{ladder.png} % Replace with actual image path
    \caption{Ladder AB with length $L$ and weight $mg$ acting at the center of mass $G$.}
    \label{fig:ladder}
\end{figure}

In Fig.~\ref{fig:ladder}, let the ladder AB have length $L$, and its weight $mg$ acts at $G$, the center of mass of the ladder (middle point). The weight $mg$ produces a clockwise torque $\tau_1$ about $B$: 

\begin{equation}
    \tau_1 = (mg)(BD) = (mg) \left( \frac{L}{2} \cos \alpha \right) = mg \frac{L}{2} \cos \alpha
    \label{eq:tau1}
\end{equation}

The friction with the ground, which acts toward the right, produces a counterclockwise torque $\tau_2$: 

\begin{equation}
    \tau_2 = (\mu mg) AC = \mu mg \left( L \sin \alpha \right)
    \label{eq:tau2}
\end{equation}

For limiting equilibrium, we have $\tau_1 = \tau_2$:

\begin{align}
    mg \frac{L}{2} \cos \alpha &= \mu mg L \sin \alpha \\
    \Rightarrow \mu &= \frac{1}{2} \cot \alpha
    \label{eq:mu}
\end{align}

\end{document}
```

This LaTeX code includes the necessary equations and formatting for the physics problem described, with proper alignment and structure. The figure is referenced and should be replaced with the actual image path of the ladder diagram."
